filename,x1,y1,x2,y2,label
kaggle_good/Loose/IMG_7059.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7060.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7061.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7062.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7071.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7072.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7073.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7074.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7083.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7084.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7085.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7086.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7352.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7353.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7354.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7355.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7364.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7365.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7366.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7367.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7377.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7378.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7379.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7380.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7576.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7577.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7578.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7579.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7588.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7589.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7590.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7591.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7600.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7601.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7602.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7603.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7612.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7614.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7615.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7616.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7626.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7627.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7628.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7629.jpg,0,0,5184,3456,correct
